Date,Site ID,Site,Protection status,Substrate,Transect number,Transect area,Depth,Rugosity,Heading,Species code,Species name,Diet,Guild,Size,Count,aL,bL,a,b
6/6/19,NUU7,North Shore,Unprotected,Uncolonized hardbottom,7,125,7,16.66,210,THDU,Thalassoma duperrey,Carnivore,Invertivore,18,1,0,1,0.0155,2.89
6/6/19,NUU7,North Shore,Unprotected,Uncolonized hardbottom,7,125,7,16.66,210,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
6/6/19,NUU7,North Shore,Unprotected,Uncolonized hardbottom,7,125,7,16.66,210,THDU,Thalassoma duperrey,Carnivore,Invertivore,4,1,0,1,0.0155,2.89
6/6/19,NUU7,North Shore,Unprotected,Uncolonized hardbottom,7,125,7,16.66,210,THDU,Thalassoma duperrey,Carnivore,Invertivore,8,2,0,1,0.0155,2.89
6/6/19,NUU8,North Shore,Unprotected,Uncolonized hardbottom,8,125,10,17.42,310,THDU,Thalassoma duperrey,Carnivore,Invertivore,19,1,0,1,0.0155,2.89
6/6/19,NUU8,North Shore,Unprotected,Uncolonized hardbottom,8,125,10,17.42,310,THDU,Thalassoma duperrey,Carnivore,Invertivore,10,1,0,1,0.0155,2.89
6/6/19,NUU8,North Shore,Unprotected,Uncolonized hardbottom,8,125,10,17.42,310,THDU,Thalassoma duperrey,Carnivore,Invertivore,6,3,0,1,0.0155,2.89
6/6/19,NUU8,North Shore,Unprotected,Uncolonized hardbottom,8,125,10,17.42,310,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
6/6/19,NUU8,North Shore,Unprotected,Uncolonized hardbottom,8,125,10,17.42,310,THDU,Thalassoma duperrey,Carnivore,Invertivore,22,1,0,1,0.0155,2.89
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,125,7,11.98,10,THDU,Thalassoma duperrey,Carnivore,Invertivore,4,2,0,1,0.0155,2.89
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,125,7,11.98,10,THDU,Thalassoma duperrey,Carnivore,Invertivore,5,3,0,1,0.0155,2.89
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,125,7,11.98,10,THDU,Thalassoma duperrey,Carnivore,Invertivore,6,3,0,1,0.0155,2.89
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,125,7,11.98,10,THDU,Thalassoma duperrey,Carnivore,Invertivore,4,3,0,1,0.0155,2.89
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,125,7,11.98,10,THDU,Thalassoma duperrey,Carnivore,Invertivore,5,2,0,1,0.0155,2.89
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,125,7,11.98,10,THDU,Thalassoma duperrey,Carnivore,Invertivore,6,3,0,1,0.0155,2.89
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,125,7,11.98,10,THDU,Thalassoma duperrey,Carnivore,Invertivore,9,1,0,1,0.0155,2.89
6/6/19,NUU9,North Shore,Unprotected,Uncolonized hardbottom,9,125,7,11.98,10,THDU,Thalassoma duperrey,Carnivore,Invertivore,7,3,0,1,0.0155,2.89
10/18/18,WPU1,Waikiki,Protected,Uncolonized hardbottom,1,125,8,16.92,260,THDU,Thalassoma duperrey,Carnivore,Invertivore,5,1,0,1,0.0155,2.89
10/18/18,WPU1,Waikiki,Protected,Uncolonized hardbottom,1,125,8,16.92,260,THDU,Thalassoma duperrey,Carnivore,Invertivore,6,1,0,1,0.0155,2.89
10/18/18,WPU1,Waikiki,Protected,Uncolonized hardbottom,1,125,8,16.92,260,THDU,Thalassoma duperrey,Carnivore,Invertivore,7,1,0,1,0.0155,2.89
10/18/18,WPU1,Waikiki,Protected,Uncolonized hardbottom,1,125,8,16.92,260,THDU,Thalassoma duperrey,Carnivore,Invertivore,8,1,0,1,0.0155,2.89
10/18/18,WPU1,Waikiki,Protected,Uncolonized hardbottom,1,125,8,16.92,260,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
10/18/18,WPU1,Waikiki,Protected,Uncolonized hardbottom,1,125,8,16.92,260,THDU,Thalassoma duperrey,Carnivore,Invertivore,16,1,0,1,0.0155,2.89
11/2/18,WPU10,Waikiki,Protected,Uncolonized hardbottom,10,125,5,13.78,330,THDU,Thalassoma duperrey,Carnivore,Invertivore,3,3,0,1,0.0155,2.89
11/2/18,WPU10,Waikiki,Protected,Uncolonized hardbottom,10,125,5,13.78,330,THDU,Thalassoma duperrey,Carnivore,Invertivore,5,1,0,1,0.0155,2.89
11/2/18,WPU10,Waikiki,Protected,Uncolonized hardbottom,10,125,5,13.78,330,THDU,Thalassoma duperrey,Carnivore,Invertivore,7,2,0,1,0.0155,2.89
11/2/18,WPU10,Waikiki,Protected,Uncolonized hardbottom,10,125,5,13.78,330,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/2/18,WPU10,Waikiki,Protected,Uncolonized hardbottom,10,125,5,13.78,330,THDU,Thalassoma duperrey,Carnivore,Invertivore,13,1,0,1,0.0155,2.89
11/2/18,WPU10,Waikiki,Protected,Uncolonized hardbottom,10,125,5,13.78,330,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
11/1/18,WPU2,Waikiki,Protected,Uncolonized hardbottom,2,125,4,14.43,180,THDU,Thalassoma duperrey,Carnivore,Invertivore,6,1,0,1,0.0155,2.89
11/1/18,WPU2,Waikiki,Protected,Uncolonized hardbottom,2,125,4,14.43,180,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/1/18,WPU2,Waikiki,Protected,Uncolonized hardbottom,2,125,4,14.43,180,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
11/1/18,WPU2,Waikiki,Protected,Uncolonized hardbottom,2,125,4,14.43,180,THDU,Thalassoma duperrey,Carnivore,Invertivore,18,1,0,1,0.0155,2.89
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,125,4,13.96,120,THDU,Thalassoma duperrey,Carnivore,Invertivore,3,3,0,1,0.0155,2.89
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,125,4,13.96,120,THDU,Thalassoma duperrey,Carnivore,Invertivore,5,1,0,1,0.0155,2.89
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,125,4,13.96,120,THDU,Thalassoma duperrey,Carnivore,Invertivore,6,1,0,1,0.0155,2.89
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,125,4,13.96,120,THDU,Thalassoma duperrey,Carnivore,Invertivore,8,1,0,1,0.0155,2.89
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,125,4,13.96,120,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,125,4,13.96,120,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,125,4,13.96,120,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
11/1/18,WPU3,Waikiki,Protected,Uncolonized hardbottom,3,125,4,13.96,120,THDU,Thalassoma duperrey,Carnivore,Invertivore,16,1,0,1,0.0155,2.89
11/1/18,WPU4,Waikiki,Protected,Uncolonized hardbottom,4,125,3,13.74,115,THDU,Thalassoma duperrey,Carnivore,Invertivore,8,1,0,1,0.0155,2.89
11/1/18,WPU4,Waikiki,Protected,Uncolonized hardbottom,4,125,3,13.74,115,THDU,Thalassoma duperrey,Carnivore,Invertivore,9,1,0,1,0.0155,2.89
11/1/18,WPU4,Waikiki,Protected,Uncolonized hardbottom,4,125,3,13.74,115,THDU,Thalassoma duperrey,Carnivore,Invertivore,11,1,0,1,0.0155,2.89
11/1/18,WPU4,Waikiki,Protected,Uncolonized hardbottom,4,125,3,13.74,115,THDU,Thalassoma duperrey,Carnivore,Invertivore,17,1,0,1,0.0155,2.89
11/1/18,WPU5,Waikiki,Protected,Uncolonized hardbottom,5,125,3,10.12,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,7,1,0,1,0.0155,2.89
11/1/18,WPU5,Waikiki,Protected,Uncolonized hardbottom,5,125,3,10.12,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,8,1,0,1,0.0155,2.89
11/1/18,WPU5,Waikiki,Protected,Uncolonized hardbottom,5,125,3,10.12,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,9,1,0,1,0.0155,2.89
11/1/18,WPU5,Waikiki,Protected,Uncolonized hardbottom,5,125,3,10.12,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,10,1,0,1,0.0155,2.89
11/1/18,WPU6,Waikiki,Protected,Uncolonized hardbottom,6,125,8,13.64,260,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,3,0,1,0.0155,2.89
11/1/18,WPU6,Waikiki,Protected,Uncolonized hardbottom,6,125,8,13.64,260,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
11/1/18,WPU6,Waikiki,Protected,Uncolonized hardbottom,6,125,8,13.64,260,THDU,Thalassoma duperrey,Carnivore,Invertivore,16,1,0,1,0.0155,2.89
11/1/18,WPU7,Waikiki,Protected,Uncolonized hardbottom,7,125,6,15.43,0,THDU,Thalassoma duperrey,Carnivore,Invertivore,6,1,0,1,0.0155,2.89
11/1/18,WPU7,Waikiki,Protected,Uncolonized hardbottom,7,125,6,15.43,0,THDU,Thalassoma duperrey,Carnivore,Invertivore,8,1,0,1,0.0155,2.89
11/1/18,WPU7,Waikiki,Protected,Uncolonized hardbottom,7,125,6,15.43,0,THDU,Thalassoma duperrey,Carnivore,Invertivore,10,1,0,1,0.0155,2.89
11/1/18,WPU7,Waikiki,Protected,Uncolonized hardbottom,7,125,6,15.43,0,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/1/18,WPU7,Waikiki,Protected,Uncolonized hardbottom,7,125,6,15.43,0,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/1/18,WPU7,Waikiki,Protected,Uncolonized hardbottom,7,125,6,15.43,0,THDU,Thalassoma duperrey,Carnivore,Invertivore,15,1,0,1,0.0155,2.89
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,125,7,13.98,340,THDU,Thalassoma duperrey,Carnivore,Invertivore,4,1,0,1,0.0155,2.89
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,125,7,13.98,340,THDU,Thalassoma duperrey,Carnivore,Invertivore,7,2,0,1,0.0155,2.89
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,125,7,13.98,340,THDU,Thalassoma duperrey,Carnivore,Invertivore,8,2,0,1,0.0155,2.89
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,125,7,13.98,340,THDU,Thalassoma duperrey,Carnivore,Invertivore,8,3,0,1,0.0155,2.89
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,125,7,13.98,340,THDU,Thalassoma duperrey,Carnivore,Invertivore,9,1,0,1,0.0155,2.89
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,125,7,13.98,340,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/1/18,WPU8,Waikiki,Protected,Uncolonized hardbottom,8,125,7,13.98,340,THDU,Thalassoma duperrey,Carnivore,Invertivore,13,1,0,1,0.0155,2.89
11/2/18,WPU9,Waikiki,Protected,Uncolonized hardbottom,9,125,7,15.32,290,THDU,Thalassoma duperrey,Carnivore,Invertivore,7,1,0,1,0.0155,2.89
11/2/18,WPU9,Waikiki,Protected,Uncolonized hardbottom,9,125,7,15.32,290,THDU,Thalassoma duperrey,Carnivore,Invertivore,9,1,0,1,0.0155,2.89
11/2/18,WPU9,Waikiki,Protected,Uncolonized hardbottom,9,125,7,15.32,290,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/2/18,WPU9,Waikiki,Protected,Uncolonized hardbottom,9,125,7,15.32,290,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
11/29/18,WUC1,Waikiki,Unprotected,Colonized hardbottom,1,125,35,13.05,40,THDU,Thalassoma duperrey,Carnivore,Invertivore,7,1,0,1,0.0155,2.89
11/29/18,WUC1,Waikiki,Unprotected,Colonized hardbottom,1,125,35,13.05,40,THDU,Thalassoma duperrey,Carnivore,Invertivore,8,3,0,1,0.0155,2.89
11/29/18,WUC1,Waikiki,Unprotected,Colonized hardbottom,1,125,35,13.05,40,THDU,Thalassoma duperrey,Carnivore,Invertivore,9,2,0,1,0.0155,2.89
11/29/18,WUC1,Waikiki,Unprotected,Colonized hardbottom,1,125,35,13.05,40,THDU,Thalassoma duperrey,Carnivore,Invertivore,10,1,0,1,0.0155,2.89
11/29/18,WUC1,Waikiki,Unprotected,Colonized hardbottom,1,125,35,13.05,40,THDU,Thalassoma duperrey,Carnivore,Invertivore,10,2,0,1,0.0155,2.89
11/29/18,WUC1,Waikiki,Unprotected,Colonized hardbottom,1,125,35,13.05,40,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/29/18,WUC1,Waikiki,Unprotected,Colonized hardbottom,1,125,35,13.05,40,THDU,Thalassoma duperrey,Carnivore,Invertivore,13,1,0,1,0.0155,2.89
11/29/18,WUC2,Waikiki,Unprotected,Colonized hardbottom,2,125,30,12.76,215,THDU,Thalassoma duperrey,Carnivore,Invertivore,9,1,0,1,0.0155,2.89
11/29/18,WUC2,Waikiki,Unprotected,Colonized hardbottom,2,125,30,12.76,215,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/29/18,WUC2,Waikiki,Unprotected,Colonized hardbottom,2,125,30,12.76,215,THDU,Thalassoma duperrey,Carnivore,Invertivore,13,1,0,1,0.0155,2.89
11/29/18,WUC2,Waikiki,Unprotected,Colonized hardbottom,2,125,30,12.76,215,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
11/29/18,WUC2,Waikiki,Unprotected,Colonized hardbottom,2,125,30,12.76,215,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
11/29/18,WUC2,Waikiki,Unprotected,Colonized hardbottom,2,125,30,12.76,215,THDU,Thalassoma duperrey,Carnivore,Invertivore,16,1,0,1,0.0155,2.89
11/29/18,WUC2,Waikiki,Unprotected,Colonized hardbottom,2,125,30,12.76,215,THDU,Thalassoma duperrey,Carnivore,Invertivore,16,1,0,1,0.0155,2.89
11/29/18,WUC3,Waikiki,Unprotected,Colonized hardbottom,3,125,23,12.46,70,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,3,0,1,0.0155,2.89
11/29/18,WUC3,Waikiki,Unprotected,Colonized hardbottom,3,125,23,12.46,70,THDU,Thalassoma duperrey,Carnivore,Invertivore,16,1,0,1,0.0155,2.89
11/29/18,WUC3,Waikiki,Unprotected,Colonized hardbottom,3,125,23,12.46,70,THDU,Thalassoma duperrey,Carnivore,Invertivore,18,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,3,4,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,4,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,6,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,7,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,11,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,11,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,17,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,17,1,0,1,0.0155,2.89
11/29/18,WUC4,Waikiki,Unprotected,Colonized hardbottom,4,125,11,12.23,150,THDU,Thalassoma duperrey,Carnivore,Invertivore,18,1,0,1,0.0155,2.89
11/29/18,WUC5,Waikiki,Unprotected,Colonized hardbottom,5,125,29,12.23,190,THDU,Thalassoma duperrey,Carnivore,Invertivore,11,1,0,1,0.0155,2.89
11/29/18,WUC5,Waikiki,Unprotected,Colonized hardbottom,5,125,29,12.23,190,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,3,0,1,0.0155,2.89
11/29/18,WUC5,Waikiki,Unprotected,Colonized hardbottom,5,125,29,12.23,190,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
11/29/18,WUC5,Waikiki,Unprotected,Colonized hardbottom,5,125,29,12.23,190,THDU,Thalassoma duperrey,Carnivore,Invertivore,16,1,0,1,0.0155,2.89
11/29/18,WUC5,Waikiki,Unprotected,Colonized hardbottom,5,125,29,12.23,190,THDU,Thalassoma duperrey,Carnivore,Invertivore,18,1,0,1,0.0155,2.89
11/29/18,WUC5,Waikiki,Unprotected,Colonized hardbottom,5,125,29,12.23,190,THDU,Thalassoma duperrey,Carnivore,Invertivore,18,2,0,1,0.0155,2.89
11/29/18,WUC6,Waikiki,Unprotected,Colonized hardbottom,6,125,21,13.28,60,THDU,Thalassoma duperrey,Carnivore,Invertivore,6,1,0,1,0.0155,2.89
11/29/18,WUC6,Waikiki,Unprotected,Colonized hardbottom,6,125,21,13.28,60,THDU,Thalassoma duperrey,Carnivore,Invertivore,11,1,0,1,0.0155,2.89
11/29/18,WUC6,Waikiki,Unprotected,Colonized hardbottom,6,125,21,13.28,60,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/29/18,WUC6,Waikiki,Unprotected,Colonized hardbottom,6,125,21,13.28,60,THDU,Thalassoma duperrey,Carnivore,Invertivore,13,1,0,1,0.0155,2.89
11/29/18,WUC6,Waikiki,Unprotected,Colonized hardbottom,6,125,21,13.28,60,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,2,0,1,0.0155,2.89
11/29/18,WUC6,Waikiki,Unprotected,Colonized hardbottom,6,125,21,13.28,60,THDU,Thalassoma duperrey,Carnivore,Invertivore,16,1,0,1,0.0155,2.89
11/29/18,WUC7,Waikiki,Unprotected,Colonized hardbottom,7,125,15,13,30,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/29/18,WUC7,Waikiki,Unprotected,Colonized hardbottom,7,125,15,13,30,THDU,Thalassoma duperrey,Carnivore,Invertivore,16,1,0,1,0.0155,2.89
11/29/18,WUC7,Waikiki,Unprotected,Colonized hardbottom,7,125,15,13,30,THDU,Thalassoma duperrey,Carnivore,Invertivore,18,1,0,1,0.0155,2.89
11/29/18,WUC8,Waikiki,Unprotected,Colonized hardbottom,8,125,25,11.13,5,THDU,Thalassoma duperrey,Carnivore,Invertivore,13,1,0,1,0.0155,2.89
11/29/18,WUC8,Waikiki,Unprotected,Colonized hardbottom,8,125,25,11.13,5,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
11/29/18,WUC8,Waikiki,Unprotected,Colonized hardbottom,8,125,25,11.13,5,THDU,Thalassoma duperrey,Carnivore,Invertivore,18,1,0,1,0.0155,2.89
11/29/18,WUC9,Waikiki,Unprotected,Colonized hardbottom,9,125,19,12.12,15,THDU,Thalassoma duperrey,Carnivore,Invertivore,11,1,0,1,0.0155,2.89
11/29/18,WUC9,Waikiki,Unprotected,Colonized hardbottom,9,125,19,12.12,15,THDU,Thalassoma duperrey,Carnivore,Invertivore,13,1,0,1,0.0155,2.89
11/6/18,WUU1,Waikiki,Unprotected,Uncolonized hardbottom,1,125,5,12.43,300,THDU,Thalassoma duperrey,Carnivore,Invertivore,7,1,0,1,0.0155,2.89
11/6/18,WUU1,Waikiki,Unprotected,Uncolonized hardbottom,1,125,5,12.43,300,THDU,Thalassoma duperrey,Carnivore,Invertivore,9,1,0,1,0.0155,2.89
11/6/18,WUU1,Waikiki,Unprotected,Uncolonized hardbottom,1,125,5,12.43,300,THDU,Thalassoma duperrey,Carnivore,Invertivore,10,1,0,1,0.0155,2.89
11/6/18,WUU1,Waikiki,Unprotected,Uncolonized hardbottom,1,125,5,12.43,300,THDU,Thalassoma duperrey,Carnivore,Invertivore,10,3,0,1,0.0155,2.89
11/6/18,WUU1,Waikiki,Unprotected,Uncolonized hardbottom,1,125,5,12.43,300,THDU,Thalassoma duperrey,Carnivore,Invertivore,11,1,0,1,0.0155,2.89
11/6/18,WUU1,Waikiki,Unprotected,Uncolonized hardbottom,1,125,5,12.43,300,THDU,Thalassoma duperrey,Carnivore,Invertivore,11,1,0,1,0.0155,2.89
11/6/18,WUU1,Waikiki,Unprotected,Uncolonized hardbottom,1,125,5,12.43,300,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/6/18,WUU1,Waikiki,Unprotected,Uncolonized hardbottom,1,125,5,12.43,300,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/6/18,WUU2,Waikiki,Unprotected,Uncolonized hardbottom,2,125,3,10.46,345,THDU,Thalassoma duperrey,Carnivore,Invertivore,11,1,0,1,0.0155,2.89
11/6/18,WUU2,Waikiki,Unprotected,Uncolonized hardbottom,2,125,3,10.46,345,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/6/18,WUU2,Waikiki,Unprotected,Uncolonized hardbottom,2,125,3,10.46,345,THDU,Thalassoma duperrey,Carnivore,Invertivore,13,1,0,1,0.0155,2.89
11/6/18,WUU2,Waikiki,Unprotected,Uncolonized hardbottom,2,125,3,10.46,345,THDU,Thalassoma duperrey,Carnivore,Invertivore,14,1,0,1,0.0155,2.89
11/6/18,WUU3,Waikiki,Unprotected,Uncolonized hardbottom,3,125,6,11,205,THDU,Thalassoma duperrey,Carnivore,Invertivore,11,1,0,1,0.0155,2.89
11/6/18,WUU4,Waikiki,Unprotected,Uncolonized hardbottom,4,125,11,12.23,170,THDU,Thalassoma duperrey,Carnivore,Invertivore,10,1,0,1,0.0155,2.89
11/6/18,WUU5,Waikiki,Unprotected,Uncolonized hardbottom,5,125,15,12.84,230,THDU,Thalassoma duperrey,Carnivore,Invertivore,5,2,0,1,0.0155,2.89
11/6/18,WUU5,Waikiki,Unprotected,Uncolonized hardbottom,5,125,15,12.84,230,THDU,Thalassoma duperrey,Carnivore,Invertivore,6,1,0,1,0.0155,2.89
11/6/18,WUU5,Waikiki,Unprotected,Uncolonized hardbottom,5,125,15,12.84,230,THDU,Thalassoma duperrey,Carnivore,Invertivore,6,1,0,1,0.0155,2.89
11/6/18,WUU5,Waikiki,Unprotected,Uncolonized hardbottom,5,125,15,12.84,230,THDU,Thalassoma duperrey,Carnivore,Invertivore,7,1,0,1,0.0155,2.89
11/6/18,WUU5,Waikiki,Unprotected,Uncolonized hardbottom,5,125,15,12.84,230,THDU,Thalassoma duperrey,Carnivore,Invertivore,9,1,0,1,0.0155,2.89
11/6/18,WUU5,Waikiki,Unprotected,Uncolonized hardbottom,5,125,15,12.84,230,THDU,Thalassoma duperrey,Carnivore,Invertivore,11,2,0,1,0.0155,2.89
11/6/18,WUU5,Waikiki,Unprotected,Uncolonized hardbottom,5,125,15,12.84,230,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
11/6/18,WUU5,Waikiki,Unprotected,Uncolonized hardbottom,5,125,15,12.84,230,THDU,Thalassoma duperrey,Carnivore,Invertivore,13,1,0,1,0.0155,2.89
11/6/18,WUU5,Waikiki,Unprotected,Uncolonized hardbottom,5,125,15,12.84,230,THDU,Thalassoma duperrey,Carnivore,Invertivore,13,1,0,1,0.0155,2.89
11/6/18,WUU6,Waikiki,Unprotected,Uncolonized hardbottom,6,125,6,11.63,15,THDU,Thalassoma duperrey,Carnivore,Invertivore,9,1,0,1,0.0155,2.89
11/6/18,WUU6,Waikiki,Unprotected,Uncolonized hardbottom,6,125,6,11.63,15,THDU,Thalassoma duperrey,Carnivore,Invertivore,10,1,0,1,0.0155,2.89
11/6/18,WUU6,Waikiki,Unprotected,Uncolonized hardbottom,6,125,6,11.63,15,THDU,Thalassoma duperrey,Carnivore,Invertivore,13,1,0,1,0.0155,2.89
11/6/18,WUU6,Waikiki,Unprotected,Uncolonized hardbottom,6,125,6,11.63,15,THDU,Thalassoma duperrey,Carnivore,Invertivore,16,1,0,1,0.0155,2.89
3/8/19,WUUe1,Waikiki,Unprotected,Uncolonized hardbottom,7,125,3,12.83,120,THDU,Thalassoma duperrey,Carnivore,Invertivore,11,1,0,1,0.0155,2.89
3/8/19,WUUe2,Waikiki,Unprotected,Uncolonized hardbottom,8,125,4,13.62,180,THDU,Thalassoma duperrey,Carnivore,Invertivore,6,1,0,1,0.0155,2.89
3/8/19,WUUe2,Waikiki,Unprotected,Uncolonized hardbottom,8,125,4,13.62,180,THDU,Thalassoma duperrey,Carnivore,Invertivore,7,1,0,1,0.0155,2.89
3/8/19,WUUe2,Waikiki,Unprotected,Uncolonized hardbottom,8,125,4,13.62,180,THDU,Thalassoma duperrey,Carnivore,Invertivore,9,1,0,1,0.0155,2.89
3/8/19,WUUe2,Waikiki,Unprotected,Uncolonized hardbottom,8,125,4,13.62,180,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
3/8/19,WUUe3,Waikiki,Unprotected,Uncolonized hardbottom,9,125,3,12.56,140,THDU,Thalassoma duperrey,Carnivore,Invertivore,12,1,0,1,0.0155,2.89
3/8/19,WUUe3,Waikiki,Unprotected,Uncolonized hardbottom,9,125,3,12.56,140,THDU,Thalassoma duperrey,Carnivore,Invertivore,18,1,0,1,0.0155,2.89
3/5/19,HPU4,Hanauma,Protected,Uncolonized hardbottom,4,125,3,12.33,180,THPU,Thalassoma purpureum,Urchin predator,Urchin predator,29,1,0,1,0.02593,3
